Titre;Date de sortie;Plateformes;Genres;Mode de jeu;Développeur;Éditeur;Franchise;Note Moyenne
Abyss School;2024;PC;;;;;;(3.00 average Grouvee user rating)
Two Climbers;2024;PC;;;;;;(4.00 average Grouvee user rating)
Until the Last Bullet;2024;PC;;;;;;(2.00 average Grouvee user rating)
Deadly Contagion;2024;PC;;;;;;(3.00 average Grouvee user rating)
Dice of God;2024;PC;;;;;;(2.00 average Grouvee user rating)
Writer's Rush;2024;PC;;;;;;(3.00 average Grouvee user rating)
Stargate: Timekeepers;2024;PC;;;;;;(2.00 average Grouvee user rating)
Aviators;2024;PC;;;;;;(4.00 average Grouvee user rating)
Caught On Camera;2024;PC;;;;;;(3.00 average Grouvee user rating)
A Night at the Watermill;2024;Linux, Mac, PC;;;;;;(3.00 average Grouvee user rating)
Balls of Steel;2024;PC;;;;;;(3.00 average Grouvee user rating)
One Punch Man: World;2024;Android, iPhone;;;;;;(2.00 average Grouvee user rating)
Pru the Pigeon;2024;PC;;;;;;(5.00 average Grouvee user rating)
Strinova;2024;Android, PC, PlayStation 5;;;;;;(3.00 average Grouvee user rating)
Legendary Hoplite;2024;PC;;;;;;(1.00 average Grouvee user rating)
Surveillance Work;2024;PC;;;;;;(3.00 average Grouvee user rating)
Black Gunner Wukong;2024;PC;;;;;;(2.00 average Grouvee user rating)
CLeM;2024;Linux, Mac, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Prisonela DX;2024;Nintendo Switch, PlayStation 4, PlayStation 5, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Soulshard;2024;PC;;;;;;(3.00 average Grouvee user rating)
Spark & Kling;2024;PC;;;;;;(3.00 average Grouvee user rating)
News Tower;2024;PC;;;;;;(5.00 average Grouvee user rating)
Sonder;2024;PC;;;;;;(3.00 average Grouvee user rating)
Fossilfuel 2;2024;PC;;;;;;(3.00 average Grouvee user rating)
Qomp 2;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
World War: An Age of Industry & Magic;2024;PC;;;;;;(3.00 average Grouvee user rating)
5-fun Go ni Igai na Ketsumatsu: Monochrome no Toshokan;2024;Nintendo Switch;;;;;;(4.00 average Grouvee user rating)
CorpoNation: The Sorting Process;2024;Nintendo Switch, PC, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Yohane the Parhelion - NUMAZU in the MIRAGE -;2024;Nintendo Switch, PC, PlayStation 5;;;;;;(2.00 average Grouvee user rating)
Shadowkin;2024;PC;;;;;;(2.00 average Grouvee user rating)
Code Zodiac;2024;PC;;;;;;(2.00 average Grouvee user rating)
RPG Maker Unite;2024;Mac, PC;;;;;;(5.00 average Grouvee user rating)
STAR WARS: Dark Forces Remaster;2024;PC;;;;;;(3.00 average Grouvee user rating)
What the Crow?!;2024;Playdate;;;;;;(2.00 average Grouvee user rating)
Welcome to ParadiZe;2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating)
The Brew Barons;2024;PC;;;;;;(3.00 average Grouvee user rating)
Utter Takedown;2024;PC;;;;;;(1.00 average Grouvee user rating)
Rabbit Hole;2024;PC;;;;;;(4.00 average Grouvee user rating)
Unbearable;2024;;;;;;;(1.00 average Grouvee user rating)
Card Fencer;2024;PC;;;;;;(2.00 average Grouvee user rating)
Ludus Mortis;2024;PC;;;;;;(3.00 average Grouvee user rating)
A Twisted Tale;2024;Linux, Mac, PC;;;;;;(2.00 average Grouvee user rating)
Blade Prince Academy;2024;PC;;;;;;(1.00 average Grouvee user rating)
Chasing the Unseen;2024;PC;;;;;;(2.00 average Grouvee user rating)
Fitness Boxing feat. Hatsune Miku: Exercise with Miku;2024;Nintendo Switch;;;;;;(3.00 average Grouvee user rating)
Quiet on Set;2024;PC;;;;;;(3.00 average Grouvee user rating)
Mythical Mayhem;2024;PC;;;;;;(5.00 average Grouvee user rating)
The Weird Dream;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
GITADORA GALAXY WAVE;2024;Arcade;;;;;;(3.00 average Grouvee user rating)
The Order of the Snake Scale;2024;PC;;;;;;(3.00 average Grouvee user rating)
Bingle Bingle;2024;PC;;;;;;(3.00 average Grouvee user rating)
Fruit Mountain;2024;Mac, PC;;;;;;(4.00 average Grouvee user rating)
Street Shuffle;2024;PC;;;;;;(4.00 average Grouvee user rating)
Midnight Scenes: A Safe Place;2024;Mac, PC;;;;;;(4.00 average Grouvee user rating)
Raw Metal;2024;PC;;;;;;(3.00 average Grouvee user rating)
Prometheus Unbound;2024;PC;;;;;;(2.00 average Grouvee user rating)
Krimson;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
Stunt Paradise;2024;Nintendo Switch, PC, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
A Game Called Paako;2024;PC;;;;;;(2.00 average Grouvee user rating)
DARKGEMS;2024;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating)
Living With Sister: Monochrome Fantasy;2024;PC;;;;;;(3.00 average Grouvee user rating)
.Forty-five;2024;PC;;;;;;(3.00 average Grouvee user rating)
The Scarlet Tower;2024;;;;;;;(5.00 average Grouvee user rating)
Felix the Cat;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(3.00 average Grouvee user rating)
Hebereke - Enjoy Edition;2024;Nintendo Switch, PC;;;;;;(4.00 average Grouvee user rating)
Maniac;2024;PC;;;;;;(2.00 average Grouvee user rating)
Vellum;2024;PC;;;;;;(4.00 average Grouvee user rating)
Blood, Fuel, Ammo & Speed;2024;PC;;;;;;(3.00 average Grouvee user rating)
PHOSPHENIA;2024;PC;;;;;;(1.00 average Grouvee user rating)
Sealed in Wax;2024;PC;;;;;;(5.00 average Grouvee user rating)
A Liminal Place;2024;PC;;;;;;(4.00 average Grouvee user rating)
Goons: Legends & Mayhem;2024;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S;;;;;;(5.00 average Grouvee user rating)
Times & Galaxy;2024;PC, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
Skaramazuzu;2024;;;;;;;(2.00 average Grouvee user rating)
RPG Maker With;2024;Nintendo Switch, PlayStation 4, PlayStation 5;;;;;;(1.00 average Grouvee user rating)
Our Adventurer Guild;2024;PC;;;;;;(4.00 average Grouvee user rating)
LipTrip ~My Boss Is My Heat Suppressant?!~;2024;PC;;;;;;(5.00 average Grouvee user rating)
Jim Brimstone: Devil Advocate;2024;Browser;;;;;;(4.00 average Grouvee user rating)
Kingsgrave;2024;PC;;;;;;(1.00 average Grouvee user rating)
Rauniot;2024;PC;;;;;;(3.00 average Grouvee user rating)
ArcRunner;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
Bunny Garden;2024;Nintendo Switch, PC;;;;;;(3.00 average Grouvee user rating)
Nexus 5X;2024;PC;;;;;;(4.00 average Grouvee user rating)
Catch Them Sweetie;2024;PC;;;;;;(3.00 average Grouvee user rating)
An alt girl for skoof;2024;Android, PC;;;;;;(4.00 average Grouvee user rating)
Lunar Lander: Beyond;2024;Atari VCS, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Rumble Club;2024;Android, Mac, PC;;;;;;(1.00 average Grouvee user rating)
Super Mayor;2024;PC;;;;;;(2.00 average Grouvee user rating)
Always Forward;2024;PC;;;;;;(1.00 average Grouvee user rating)
Metroid: Verticality;2024;PC, Super Nintendo Entertainment System;;;;;;(4.00 average Grouvee user rating)
Werewolf: The Apocalypse - The Book of Hungry Names;2024;Android, PC, iPhone;;;;;;(3.00 average Grouvee user rating)
Whisker Waters;2024;Nintendo Switch, PC, PlayStation 5;;;;;;(1.00 average Grouvee user rating)
Pools;2024;PC;;;;;;(5.00 average Grouvee user rating)
The Lullaby of Life;2024;PC;;;;;;(3.00 average Grouvee user rating)
Moss Piglets;2024;PC;;;;;;(1.00 average Grouvee user rating)
Almost Dungeon;2024;PC;;;;;;(2.00 average Grouvee user rating)
Disminal;2024;PC;;;;;;(5.00 average Grouvee user rating)
Idle Hero TD - Tower Defense;2024;PC;;;;;;(1.00 average Grouvee user rating)
KUNKUN Defender;2024;PC;;;;;;(1.00 average Grouvee user rating)
Puppet Master: The Game;2024;PC;;;;;;(4.00 average Grouvee user rating)
Introspection;2024;PC;;;;;;(2.00 average Grouvee user rating)
Light Unseen;2024;PC;;;;;;(1.00 average Grouvee user rating)
Nancy Drew: Mystery of the Seven Keys;2024;Mac, PC;;;;;;(4.00 average Grouvee user rating)
Asleep - Ato 1;2024;PC;;;;;;(3.00 average Grouvee user rating)
Cookard;2024;PC;;;;;;(3.00 average Grouvee user rating)
Garten of BanBan VII;2024;Mac, PC;;;;;;(1.00 average Grouvee user rating)
PENGURU;2024;PC;;;;;;(1.00 average Grouvee user rating)
Braid, Anniversary Edition;2024;Android, Linux, Mac, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S, iPad, iPhone;;;;;;(5.00 average Grouvee user rating)
Ghost Moon High Noon;2024;PC;;;;;;(2.00 average Grouvee user rating)
Lootun;2024;PC;;;;;;(3.00 average Grouvee user rating)
Mid-Death Crisis;2024;PC;;;;;;(3.00 average Grouvee user rating)
Morbid: The Lords of Ire;2024;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
My Little Pony: A Zephyr Heights Mystery;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
My Little Pony: A Zephyr Heights Mystery;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(1.00 average Grouvee user rating)
Seablip;2024;Mac, PC;;;;;;(5.00 average Grouvee user rating)
Mr. Hopp's Playhouse HD;2024;PC;;;;;;(3.00 average Grouvee user rating)
RKGK / Rakugaki;2024;PC;;;;;;(3.00 average Grouvee user rating)
Galacticare;2024;PC;;;;;;(3.00 average Grouvee user rating)
Pine Hearts;2024;PC;;;;;;(3.00 average Grouvee user rating)
Sonar Shock;2024;PC;;;;;;(2.00 average Grouvee user rating)
Doki Doki AI Interrogation;2024;PC;;;;;;(2.00 average Grouvee user rating)
Marsmare: Alienation;2024;PC;;;;;;(3.00 average Grouvee user rating)
Rack and Slay;2024;PC;;;;;;(2.00 average Grouvee user rating)
Echoes;2024;Linux, Mac, PC;;;;;;(3.00 average Grouvee user rating)
Creepy Tale Some Other Place;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
Madzik - Episode 1;2024;PC;;;;;;(2.00 average Grouvee user rating)
Picross S: Namco Legendary Edition;2024;Nintendo Switch;;;;;;(3.00 average Grouvee user rating)
Little Keepers;2024;PC;;;;;;(2.00 average Grouvee user rating)
Soulmask;2024;PC;;;;;;(3.00 average Grouvee user rating)
Soulmask;2024;PC;;;;;;(3.00 average Grouvee user rating)
No Sleep for Sole;2024;PC;;;;;;(2.00 average Grouvee user rating)
The Elision Effect;2024;PC;;;;;;(5.00 average Grouvee user rating)
Repella Fella;2024;Linux, Mac, PC;;;;;;(4.00 average Grouvee user rating)
The Smurfs: Village Party;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(3.00 average Grouvee user rating)
Bodycam;2024;PC;;;;;;(4.00 average Grouvee user rating)
Imitosis;2024;PC;;;;;;(2.00 average Grouvee user rating)
Simpler Times;2024;PC;;;;;;(3.00 average Grouvee user rating)
Pathfinder: Wrath of the Righteous - A Dance of Masks;2024;Mac, Nintendo Switch, PC, PlayStation 4, Xbox One;;;;;;(4.00 average Grouvee user rating)
SunnySide;2024;PC;;;;;;(1.00 average Grouvee user rating)
One in a Krillion;2024;PC;;;;;;(2.00 average Grouvee user rating)
Go Go Town!;2024;PC;;;;;;(3.00 average Grouvee user rating)
Starship Troopers: Terran Command - Urban Onslaught;2024;PC;;;;;;(4.00 average Grouvee user rating)
The Fall of Elena Temple;2024;PC, Playdate;;;;;;(4.00 average Grouvee user rating)
Republic of Pirates;2024;PC;;;;;;(2.00 average Grouvee user rating)
Crab God;2024;PC;;;;;;(4.00 average Grouvee user rating)
Dystopika;2024;PC;;;;;;(5.00 average Grouvee user rating)
Little Duck Adventure;2024;PC;;;;;;(1.00 average Grouvee user rating)
One Deck Galaxy;2024;PC;;;;;;(2.00 average Grouvee user rating)
Everspell;2024;PC;;;;;;(1.00 average Grouvee user rating)
Gothic Classic Khorinis Saga;2024;Nintendo Switch;;;;;;(4.00 average Grouvee user rating)
Don't Let it Die;2024;PC;;;;;;(3.00 average Grouvee user rating)
Copycat;2024;PC;;;;;;(3.00 average Grouvee user rating)
Dungeon Clawler;2024;Linux, Mac, PC;;;;;;(4.00 average Grouvee user rating)
StormEdge;2024;PC;;;;;;(4.00 average Grouvee user rating)
Vokabulantis;2024;;;;;;;(5.00 average Grouvee user rating)
My Bathtub Companion;2024;PC;;;;;;(3.00 average Grouvee user rating)
Royal Card Clash;2024;PC;;;;;;(3.00 average Grouvee user rating)
The Ensign;2024;PC;;;;;;(2.00 average Grouvee user rating)
Illusion Carnival;2024;PC;;;;;;(4.00 average Grouvee user rating)
Aard and Wyzz: The rise of minions;2024;PC;;;;;;(2.00 average Grouvee user rating)
Renaissance Kingdom Wars;2024;PC;;;;;;(4.00 average Grouvee user rating)
Cataclismo;2024;PC;;;;;;(3.00 average Grouvee user rating)
EvilVEvil;2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
Sanguinaria;2024;PC;;;;;;(2.00 average Grouvee user rating)
"Yeah! You Want ""Those Games,"" Right? So Here You Go! Now, Let's See You Clear Them! 2";2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(4.00 average Grouvee user rating)
Sparedevil;2024;Mac, PC;;;;;;(3.00 average Grouvee user rating)
Wings of Seduction: Bust 'em out!;2024;PC;;;;;;(3.00 average Grouvee user rating)
Broken Lens;2024;PC;;;;;;(3.00 average Grouvee user rating)
The New Denpa Men;2024;Nintendo Switch;;;;;;(3.00 average Grouvee user rating)
F1 Manager 2024;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Été;2024;PC;;;;;;(4.00 average Grouvee user rating)
Mini Airways;2024;PC;;;;;;(3.00 average Grouvee user rating)
Thalassa: Edge of the Abyss;2024;PC;;;;;;(3.00 average Grouvee user rating)
Motördoom;2024;Linux, PC;;;;;;(2.00 average Grouvee user rating)
REAL WEB LEGENDS: Carter's Quest;2024;PC;;;;;;(4.00 average Grouvee user rating)
Zero Below the Sun;2024;PC;;;;;;(1.00 average Grouvee user rating)
Eden Genesis;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(5.00 average Grouvee user rating)
Level Zero: Extraction;2024;PC;;;;;;(2.00 average Grouvee user rating)
ONE BTN BOSSES;2024;PC;;;;;;(3.00 average Grouvee user rating)
Blackwoods;2024;PC;;;;;;(1.00 average Grouvee user rating)
Dungeons & Degenerate Gamblers;2024;;;;;;;(3.00 average Grouvee user rating)
Bearnard;2024;PC;;;;;;(2.00 average Grouvee user rating)
Old School RPG;2024;PC;;;;;;(1.00 average Grouvee user rating)
Nodebuster;2024;PC;;;;;;(4.00 average Grouvee user rating)
Tavern Manager Simulator;2024;PC;;;;;;(3.00 average Grouvee user rating)
Gladiate!;2024;PC;;;;;;(1.00 average Grouvee user rating)
Streets of Rogue 2;2024;Linux, Mac, PC;;;;;;(4.00 average Grouvee user rating)
Dredge - The Iron Rig;2024;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating)
Mirth Melody;2024;PC;;;;;;(2.00 average Grouvee user rating)
Castaway;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating)
Knights of the Road;2024;PC;;;;;;(2.00 average Grouvee user rating)
Terminal City;2024;PC;;;;;;(3.00 average Grouvee user rating)
Guild Wars 2: Janthir Wilds;2024;PC;;;;;;(3.00 average Grouvee user rating)
Emerald Seaglass;2024;;;;;;;(3.00 average Grouvee user rating)
Galaxy Burger;2024;PC;;;;;;(5.00 average Grouvee user rating)
HAREM ! RANCH LIFE;2024;PC;;;;;;(4.00 average Grouvee user rating)
Rum & Gun;2024;PC;;;;;;(3.00 average Grouvee user rating)
Doraemon: Dorayaki Shop Story;2024;Android, Nintendo Switch, PC, PlayStation 4, Xbox One, Xbox Series X|S, iPad, iPhone;;;;;;(1.00 average Grouvee user rating)
Bloodless;2024;PC;;;;;;(4.00 average Grouvee user rating)
Backrooms: Last Room;2024;PC;;;;;;(5.00 average Grouvee user rating)
Dale & Dawson Stationery Supplies;2024;PC;;;;;;(4.00 average Grouvee user rating)
The Depths of Avalon;2024;PC;;;;;;(2.00 average Grouvee user rating)
Tomb Raider Collection 1;2024;Evercade;;;;;;(4.00 average Grouvee user rating)
Would You Call Him a Bad Man?;2024;PC;;;;;;(1.00 average Grouvee user rating)
The Hidden Art of Innkeeping;2024;PC;;;;;;(4.00 average Grouvee user rating)
Necroking;2024;PC;;;;;;(3.00 average Grouvee user rating)
Son and Bone;2024;PC, PlayStation 5;;;;;;(2.00 average Grouvee user rating)
Gimmick! 2;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(1.00 average Grouvee user rating)
Selfloss;2024;PC;;;;;;(1.00 average Grouvee user rating)
Cards of Heart;2024;PC;;;;;;(3.00 average Grouvee user rating)
Mega Man X8 16-bit;2024;PC;;;;;;(5.00 average Grouvee user rating)
Perennial Order;2024;;;;;;;(4.00 average Grouvee user rating)
Roots of Yggdrasil;2024;PC;;;;;;(3.00 average Grouvee user rating)
Elsie;2024;PC;;;;;;(3.00 average Grouvee user rating)
Fears to Fathom Woodbury Getaway;2024;PC;;;;;;(3.00 average Grouvee user rating)
Jackbox Naughty Pack;2024;Amazon Fire TV, Apple TV, Nintendo Switch, PC, PlayStation 5, Xbox One, Xbox Series X|S, iPad;;;;;;(1.00 average Grouvee user rating)
Archons: Arena;2024;PC;;;;;;(2.00 average Grouvee user rating)
Meme Mayhem;2024;PC;;;;;;(3.00 average Grouvee user rating)
Adventure of the Bucket;2024;PC;;;;;;(2.00 average Grouvee user rating)
Slackers - Carts of Glory;2024;PC;;;;;;(2.00 average Grouvee user rating)
Witch You Want;2024;Browser, PC;;;;;;(4.00 average Grouvee user rating)
Seasonspree;2024;;;;;;;(4.00 average Grouvee user rating)
The Karate Kid: Street Rumble;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Dark Sky;2024;PC;;;;;;(3.00 average Grouvee user rating)
Dungeon Tycoon;2024;PC;;;;;;(3.00 average Grouvee user rating)
Apartment Story;2024;PC;;;;;;(2.00 average Grouvee user rating)
Breachway;2024;PC;;;;;;(3.00 average Grouvee user rating)
Exographer;2024;;;;;;;(1.00 average Grouvee user rating)
Flowstone Saga;2024;PC;;;;;;(3.00 average Grouvee user rating)
Golden Lap;2024;PC;;;;;;(3.00 average Grouvee user rating)
Monopoly;2024;Amazon Luna, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
Night Slashers: Remake;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating)
Realm of Ink;2024;PC;;;;;;(3.00 average Grouvee user rating)
Endoparasitic 2;2024;PC;;;;;;(2.00 average Grouvee user rating)
Janosik 2: Prologue;2024;PC;;;;;;(4.00 average Grouvee user rating)
Picross: Records of The Shield Hero;2024;Nintendo Switch;;;;;;(3.00 average Grouvee user rating)
BlightFog;2024;PC;;;;;;(2.00 average Grouvee user rating)
Dungeon Antiqua;2024;PC;;;;;;(3.00 average Grouvee user rating)
SpongeBob SquarePants: The Patrick Star Game;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Taiyaki Fabulous Museum of Fish;2024;Game Boy, Game Boy Color;;;;;;(5.00 average Grouvee user rating)
Necro Story;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Keeper's Toll;2024;PC;;;;;;(4.00 average Grouvee user rating)
Oh Baby Kart;2024;PC;;;;;;(3.00 average Grouvee user rating)
Traveller's Hymn;2024;PC;;;;;;(2.00 average Grouvee user rating)
Duck Paradox;2024;PC;;;;;;(3.00 average Grouvee user rating)
Glyphica: Typing Survival;2024;PC;;;;;;(2.00 average Grouvee user rating)
Plague: London 1665;2024;PC;;;;;;(2.00 average Grouvee user rating)
Amber Isle;2024;Nintendo Switch, PC;;;;;;(2.00 average Grouvee user rating)
Backyard Baseball '97;2024;PC;;;;;;(4.00 average Grouvee user rating)
Decline's Drops;2024;PC;;;;;;(2.00 average Grouvee user rating)
Into Black;2024;Meta Quest;;;;;;(5.00 average Grouvee user rating)
Transformers: Galactic Trials;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating)
BURGGEIST;2024;PC;;;;;;(3.00 average Grouvee user rating)
Just Dance 2025 Edition;2024;Nintendo Switch, PlayStation 5, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Just Dance VR;2024;Meta Quest;;;;;;(3.00 average Grouvee user rating)
Wizardry Variants Daphne;2024;Android;;;;;;(4.00 average Grouvee user rating)
Age of Empires Mobile;2024;Android, iPhone;;;;;;(1.00 average Grouvee user rating)
Arizona Sunshine Remake;2024;Meta Quest, PC, PlayStation 5;;;;;;(3.00 average Grouvee user rating)
RetroRealms: Ash vs Evil Dead;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
East Trade Tycoon: Inheritance;2024;PC;;;;;;(2.00 average Grouvee user rating)
I'm on Observation Duty 7;2024;PC;;;;;;(5.00 average Grouvee user rating)
I'm on Observation Duty 7;2024;PC;;;;;;(4.00 average Grouvee user rating)
Lynked: Banner of the Spark;2024;PC;;;;;;(3.00 average Grouvee user rating)
Son of a Gun;2024;PC;;;;;;(2.00 average Grouvee user rating)
The Axis Unseen;2024;PC;;;;;;(4.00 average Grouvee user rating)
Age of History 3;2024;Mac, PC;;;;;;(4.00 average Grouvee user rating)
Creatures of War;2024;PC;;;;;;(1.00 average Grouvee user rating)
While We Wait Here;2024;PC;;;;;;(5.00 average Grouvee user rating)
Puppet House;2024;PC;;;;;;(2.00 average Grouvee user rating)
The Black Grimoire: Cursebreaker;2024;PC;;;;;;(1.00 average Grouvee user rating)
Liminalcore;2024;;;;;;;(5.00 average Grouvee user rating)
Reel Fishing: Days of Summer;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
The Fear Business;2024;PC;;;;;;(5.00 average Grouvee user rating)
Breach the Abyss;2024;PC;;;;;;(4.00 average Grouvee user rating)
Blackheart;2024;PC;;;;;;(2.00 average Grouvee user rating)
THROUGH;2024;PC;;;;;;(1.00 average Grouvee user rating)
Behemoth;2024;PC;;;;;;(3.00 average Grouvee user rating)
Darso Roads;2024;PC;;;;;;(2.00 average Grouvee user rating)
No More Room In Hell 2;2024;PC;;;;;;(3.00 average Grouvee user rating)
Totally Spies! Cyber Mission;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Homicipher;2024;Android, PC;;;;;;(4.00 average Grouvee user rating)
Death Note: Killer Within;2024;PC, PlayStation 4, PlayStation 5;;;;;;(1.00 average Grouvee user rating)
Freenergy;2024;PC;;;;;;(2.00 average Grouvee user rating)
River City Saga: Three Kingdoms Next;2024;Nintendo Switch, PC, PlayStation 4;;;;;;(4.00 average Grouvee user rating)
The Strange Story Of Brian Fisher: Chapter 2;2024;PC;;;;;;(2.00 average Grouvee user rating)
HeistGeist;2024;PC;;;;;;(5.00 average Grouvee user rating)
Liminal Universe;2024;PC;;;;;;(4.00 average Grouvee user rating)
Crusty Proto;2024;PC;;;;;;(2.00 average Grouvee user rating)
420BLAZEIT 2: GAME OF THE YEAR;2024;PC;;;;;;(3.00 average Grouvee user rating)
Brutal Katana;2024;PC;;;;;;(3.00 average Grouvee user rating)
Echoes of Dread;2024;PC;;;;;;(2.00 average Grouvee user rating)
Project Shoreline;2024;PC;;;;;;(2.00 average Grouvee user rating)
Saturn;2024;PC;;;;;;(4.00 average Grouvee user rating)
Kingdoms of Age;2024;PC;;;;;;(1.00 average Grouvee user rating)
Threshold;2024;PC;;;;;;(5.00 average Grouvee user rating)
Ultra Cop;2024;PC;;;;;;(3.00 average Grouvee user rating)
Cook For Love;2024;Nintendo Switch;;;;;;(3.00 average Grouvee user rating)
Lifetakers & Heartbreakers;2024;PC;;;;;;(1.00 average Grouvee user rating)
Cardaire;2024;PC;;;;;;(3.00 average Grouvee user rating)
Starship Troopers Continuum;2024;Meta Quest, PlayStation 5;;;;;;(2.00 average Grouvee user rating)
Mindlock - The Apartment;2024;PC;;;;;;(3.00 average Grouvee user rating)
Love Angel Syndrome;2024;PC;;;;;;(3.00 average Grouvee user rating)
Vartra Abyss;2024;PC;;;;;;(1.00 average Grouvee user rating)
The House of Da Vinci VR;2024;Meta Quest;;;;;;(3.00 average Grouvee user rating)
Dragon Eclipse;2024;PC;;;;;;(3.00 average Grouvee user rating)
Entropy Survivors;2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating)
Skydance's BEHEMOTH;2024;Meta Quest, PC, PlayStation 5;;;;;;(4.00 average Grouvee user rating)
Chosen Card Chronicles;2024;PC;;;;;;(1.00 average Grouvee user rating)
The Thing Remastered;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating)
Fairy Tail 2;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(3.00 average Grouvee user rating)
Breath of Death VII: The Beginning: Reanimated;2024;PC;;;;;;(4.00 average Grouvee user rating)
Cabin Factory;2024;PC;;;;;;(4.00 average Grouvee user rating)
KLETKA;2024;PC;;;;;;(4.00 average Grouvee user rating)
The Cabin Factory;2024;PC;;;;;;(2.00 average Grouvee user rating)
The Power of Doznath;2024;PC;;;;;;(1.00 average Grouvee user rating)
The Dark Queen of Mortholme;2024;Linux, Mac, PC;;;;;;(4.00 average Grouvee user rating)
On Your Tail;2024;Nintendo Switch, PC;;;;;;(4.00 average Grouvee user rating)
Usagi Sekai - Bunny Shaman;2024;PC;;;;;;(2.00 average Grouvee user rating)
Tarisland;2024;PC;;;;;;(2.00 average Grouvee user rating)
REVEREX: DX;2024;PC;;;;;;(2.00 average Grouvee user rating)
10 Dead Doves;2024;PC;;;;;;(0 average Grouvee user rating)
171;2024;PC;;;;;;(0 average Grouvee user rating)
33 Immortals;2024;PC, Xbox Series X|S;;;;;;(0 average Grouvee user rating)
